,tweet_id,favorite_count,retweet_count
188,855138241867124737,0,46
189,854732716440526848,23069,6248
190,854482394044301312,29623,7045
191,854365224396361728,19118,4805
192,854120357044912130,32370,7687
193,854010172552949760,16414,3232
194,853760880890318849,28976,5947
195,853639147608842240,35299,10437
196,853299958564483072,15763,3676
197,852936405516943360,0,2069
198,852912242202992640,9209,1892
199,852672615818899456,15177,2227
200,852553447878664193,16630,3622
201,852311364735569921,33697,10207
202,852226086759018497,20357,7020
203,852189679701164033,11667,1639
204,851953902622658560,0,9957
205,851861385021730816,0,23
206,851591660324737024,16528,3584
207,851464819735769094,24750,7339
208,851224888060895234,21091,5930
209,850753642995093505,31606,9615
210,850380195714523136,13352,2720
211,850333567704068097,3515,348
212,850145622816686080,16689,3969
213,850019790995546112,20902,5079
214,849776966551130114,31176,7901
215,849668094696017920,0,5145
216,849412302885593088,16256,3267
217,849336543269576704,11696,1964
218,849051919805034497,43471,8857
219,848690551926992896,25845,4495
220,848324959059550208,25386,4785
221,848213670039564288,8387,777
222,848212111729840128,16744,3198
223,847978865427394560,0,3396
224,847971574464610304,0,444
225,847962785489326080,24128,5315
226,847842811428974592,5611,1394
227,847617282490613760,7184,441
228,847606175596138505,19298,3551
229,847251039262605312,21027,4479
230,847157206088847362,20493,6123
231,847116187444137987,22005,3338
232,846874817362120707,20632,4102
233,846514051647705089,45902,12142
234,846505985330044928,14511,3217
235,846153765933735936,32620,9503
236,846139713627017216,31810,10373
237,846042936437604353,16477,3030
238,845812042753855489,30168,9150
239,845677943972139009,25907,5012
240,845397057150107648,7867,1894
241,845306882940190720,24049,5656
242,845098359547420673,0,8031
243,844979544864018432,14046,2703
244,844973813909606400,15589,3375
245,844704788403113984,39946,10861
246,844580511645339650,17026,3295
247,844223788422217728,14063,2314
248,843981021012017153,15639,3076
249,843856843873095681,22131,4867
250,843604394117681152,17437,2895
251,843235543001513987,22219,6359
252,842846295480000512,15729,3793
253,842765311967449089,6980,1342
254,842535590457499648,18698,3695
255,842163532590374912,25298,6112
256,842115215311396866,14488,3197
257,841833993020538882,0,16144
258,841680585030541313,26550,8175
259,841439858740625411,13067,3885
260,841320156043304961,20469,5747
261,841314665196081154,16398,4953
262,841077006473256960,23700,5591
263,840761248237133825,0,1850
264,840728873075638272,0,17038
265,840698636975636481,183,2
266,840696689258311684,12732,1037
267,840632337062862849,9297,1850
268,840370681858686976,17060,4808
269,840268004936019968,19974,6059
270,839990271299457024,13921,2420
271,839549326359670784,28544,8224
272,839290600511926273,0,150
273,839239871831150596,28226,6914
274,838952994649550848,20343,4206
275,838921590096166913,11604,2190
276,838916489579200512,0,36
277,838831947270979586,0,11694
278,838561493054533637,11344,1401
279,838476387338051585,23435,5085
280,838201503651401729,0,10680
281,838150277551247360,1747,353
282,838085839343206401,147,1
283,838083903487373313,18304,3342
284,837820167694528512,35516,8315
285,837482249356513284,3988,466
286,837471256429613056,13283,2418
287,837366284874571778,21996,5625
288,837110210464448512,16663,2534
289,836989968035819520,13222,2435
290,836753516572119041,20019,4892
291,836677758902222849,13118,2357
292,836648853927522308,0,579
293,836397794269200385,0,29380
294,836380477523124226,15344,3153
295,836260088725786625,22116,4547
296,836001077879255040,19884,4548
297,835685285446955009,0,8653
298,835574547218894849,18526,3844
299,835536468978302976,0,1810
300,835309094223372289,0,22329
301,835297930240217089,17099,3189
302,835264098648616962,8045,1810
303,835246439529840640,2176,77
304,835172783151792128,27214,6102
305,835152434251116546,23397,3206
306,834931633769889797,11265,1752
307,834786237630337024,22087,5846
308,834574053763584002,14251,2688
309,834477809192075265,0,11363
310,834458053273591808,10005,1786
311,834209720923721728,21467,5086
312,834167344700198914,16427,3872
313,834089966724603904,10470,2261
314,834086379323871233,13619,2360
315,833863086058651648,13979,2550
316,833826103416520705,18772,3969
317,833732339549220864,0,228
318,833722901757046785,21616,3414
319,833479644947025920,15486,2193
320,833124694597443584,21069,5145
321,832998151111966721,13862,2360
322,832769181346996225,0,39
323,832757312314028032,17559,3856
324,832682457690300417,12388,3122
325,832645525019123713,3044,553
326,832636094638288896,16520,2967
327,832397543355072512,12460,2369
328,832369877331693569,17925,3396
329,832273440279240704,11801,2487
330,832215909146226688,0,6598
331,832215726631055365,0,9993
332,832088576586297345,69,2
333,832040443403784192,0,10347
334,832032802820481025,18618,4953
335,831939777352105988,25054,6541
336,831926988323639298,357,35
337,831911600680497154,28875,6955
338,831670449226514432,10918,1933
339,831650051525054464,7498,2069
340,831552930092285952,9387,2450
341,831322785565769729,9633,1638
342,831315979191906304,6826,1192
343,831309418084069378,12257,2614
344,831262627380748289,12442,2191
345,830956169170665475,8329,1592
346,830583320585068544,69886,17966
347,830173239259324417,0,6091
348,830097400375152640,10263,3201
349,829878982036299777,0,5372
350,829861396166877184,12794,2092
351,829501995190984704,33181,11363
352,829449946868879360,10940,2164
353,829374341691346946,36187,9957
354,829141528400556032,25609,7929
355,829011960981237760,55455,17358
356,828801551087042563,0,3634
357,828770345708580865,26730,6275
358,828708714936930305,38288,12021
359,828650029636317184,9933,1442
360,828409743546925057,6604,1232
361,828408677031882754,8028,1378
362,828381636999917570,13221,2381
363,828376505180889089,7728,1143
364,828372645993398273,13137,3163
365,828361771580813312,2299,181
366,828046555563323392,12319,3066
367,828011680017821696,10846,2301
368,827933404142436356,21073,5595
369,827653905312006145,16151,3218
370,827600520311402496,7755,1018
371,827324948884643840,16624,3276
372,827199976799354881,11079,2405
373,826958653328592898,22624,5372
374,826848821049180160,38224,10964
375,826615380357632002,0,4238
376,826598799820865537,5366,270
377,826598365270007810,10571,2516
378,826476773533745153,19331,4503
379,826240494070030336,13913,2778
380,826204788643753985,5116,999
381,826115272272650244,16425,3366
382,825876512159186944,10983,2006
383,825829644528148480,13359,2672
384,825535076884762624,54681,18468
385,825147591692263424,19212,4907
386,825120256414846976,0,1369
387,825026590719483904,6660,1369
388,824796380199809024,0,5903
389,824775126675836928,15714,3779
390,824663926340194305,10587,1862
391,824325613288833024,12389,11175
392,824297048279236611,15831,4160
393,824025158776213504,5015,632
394,823939628516474880,11184,2909
395,823719002937630720,0,12056
396,823699002998870016,13234,2593
397,823581115634085888,13696,2847
398,823333489516937216,733,27
399,823322678127919110,16549,4325
400,823269594223824897,0,10600
401,822975315408461824,18190,3704
402,822872901745569793,139048,47193
403,822859134160621569,13912,2462
404,822647212903690241,0,6895
405,822610361945911296,15551,3188
406,822489057087389700,19105,6895
407,822462944365645825,29905,15752
408,822244816520155136,36860,10600
409,822163064745328640,0,5168
410,821886076407029760,11933,2520
411,821813639212650496,0,3602
412,821765923262631936,8864,1792
413,821522889702862852,8452,1914
414,821421320206483457,0,6036
415,821407182352777218,12403,4683
416,821153421864615936,267,10
417,821149554670182400,9162,2174
418,821107785811234820,10098,2298
419,821044531881721856,13334,2470
420,820837357901512704,0,7231
421,820749716845686786,33224,10680
422,820690176645140481,12848,3470
423,820494788566847489,0,609
424,820446719150292993,0,2785
425,820314633777061888,3513,609
426,820078625395449857,20876,6783
427,820013781606658049,0,1277
428,819952236453363712,5606,1277
429,819924195358416896,13563,5216
430,819711362133872643,14187,3378
431,819588359383371776,10104,2126
432,819347104292290561,7611,1301
433,819238181065359361,2412,437
434,819227688460238848,24322,7231
435,819015337530290176,0,39706
436,819015331746349057,0,20457
437,819006400881917954,47637,20457
438,819004803107983360,91378,39706
439,818646164899774465,0,22532
440,818627210458333184,23410,8059
441,818614493328580609,10390,2785
442,818588835076603904,0,6638
443,818536468981415936,11515,2676
444,818307523543449600,0,8780
445,818259473185828864,11625,2471
446,818145370475810820,12957,2802
447,817908911860748288,5115,852
448,817827839487737858,54630,29380
449,817777686764523521,11304,2892
450,817536400337801217,12441,3285
451,817502432452313088,0,3667
452,817423860136083457,36023,16144
453,817415592588222464,5918,1041
454,817181837579653120,0,9180
455,817171292965273600,9223,2178
456,817120970343411712,12863,2832
457,817056546584727552,9053,1782
458,816829038950027264,0,5095
459,816816676327063552,10581,2189
460,816697700272001025,10348,2383
461,816450570814898180,32243,8780
462,816336735214911488,9086,2114
463,816091915477250048,9445,2335
464,816062466425819140,0,1128
465,816014286006976512,0,5742
466,815990720817401858,5275,1128
467,815966073409433600,23676,9180
468,815745968457060357,0,4472
469,815736392542261248,10404,2459
470,815639385530101762,8682,1776
471,815390420867969024,10949,4119
472,814986499976527872,8082,1389
473,814638523311648768,11908,2934
474,814578408554463233,0,6274
475,814530161257443328,9148,2009
476,814153002265309185,30436,9401
477,813944609378369540,0,3457
478,813910438903693312,9834,2032
479,813812741911748608,38487,15181
480,813800681631023104,8828,1903
481,813217897535406080,19746,7912
482,813202720496779264,9722,1952
483,813187593374461952,20997,4723
484,813172488309972993,9866,2074
485,813157409116065792,8210,2406
486,813142292504645637,8934,2553
487,813130366689148928,4730,481
488,813127251579564032,12554,3389
489,813112105746448384,10933,2982
490,813096984823349248,11158,3896
491,813081950185472002,10460,2999
492,813066809284972545,8431,2101
493,813051746834595840,22178,7947
494,812781120811126785,8041,2073
495,812709060537683968,7009,1545
496,812503143955202048,6429,1323
497,812466873996607488,8455,2093
498,812372279581671427,14489,3979
499,811985624773361665,7687,1523
500,811744202451197953,7989,1737
501,811647686436880384,5920,804
502,811627233043480576,13538,3380
503,811386762094317568,22144,6923
504,810984652412424192,5646,1556
505,810896069567610880,9593,1937
506,810657578271330305,11632,2871
507,810284430598270976,37472,12358
508,810254108431155201,15552,3634
509,809920764300447744,16417,4238
510,809808892968534016,0,5307
511,809448704142938112,7347,1590
512,809220051211603969,21126,6091
513,809084759137812480,14018,3806
514,808838249661788160,10718,3303
515,808733504066486276,8387,2352
516,808501579447930884,11950,2815
517,808344865868283904,45053,22532
518,808134635716833280,0,6441
519,808106460588765185,9278,2382
520,808001312164028416,13320,3843
521,807621403335917568,15436,3983
522,807106840509214720,125789,60373
523,807059379405148160,0,7942
524,807010152071229440,13827,4159
525,806629075125202948,79576,37791
526,806620845233815552,0,6002
527,806576416489959424,5154,2087
528,806542213899489280,10828,2562
529,806242860592926720,0,12667
530,806219024703037440,6819,1292
531,805958939288408065,0,5845
532,805932879469572096,8774,2075
533,805826884734976000,6982,1987
534,805823200554876929,0,8730
535,805520635690676224,6094,1789
536,805487436403003392,9300,2750
537,805207613751304193,8271,1847
538,804738756058218496,14563,4173
539,804475857670639616,6508,2185
540,804413760345620481,0,3501
541,804026241225523202,47285,17639
542,803773340896923648,10666,3007
543,803692223237865472,0,8067
544,803638050916102144,11642,4479
545,803380650405482500,8232,2014
546,803321560782307329,0,5760
547,803276597545603072,10641,2672
548,802952499103731712,9585,2184
549,802624713319034886,0,3172
550,802600418706604034,7547,1599
551,802572683846291456,9492,2712
552,802323869084381190,17227,6334
553,802265048156610565,7016,1483
554,802239329049477120,9624,2838
555,802185808107208704,0,286
556,801958328846974976,8186,1854
557,801854953262350336,1872,254
558,801538201127157760,8711,2226
559,801285448605831168,6424,903
560,801167903437357056,26023,6441
561,801127390143516673,0,4293
562,801115127852503040,8576,2269
563,800859414831898624,733,103
564,800855607700029440,0,1772
565,800751577355128832,11157,3008
566,800513324630806528,13954,3276
567,800459316964663297,10056,2342
568,800443802682937345,0,4681
569,800388270626521089,11831,3053
570,800188575492947969,0,4292
571,800141422401830912,16262,2785
572,800018252395122689,30143,14305
573,799774291445383169,0,5082
574,799757965289017345,8916,2352
575,799422933579902976,8550,2079
576,799308762079035393,0,5990
577,799297110730567681,10517,3005
578,799063482566066176,8567,2678
579,798933969379225600,13949,4859
580,798925684722855936,7910,1551
581,798705661114773508,0,7166
582,798701998996647937,0,8464
583,798697898615730177,0,7062
584,798694562394996736,0,5380
585,798686750113755136,0,2515
586,798682547630837760,0,5121
587,798673117451325440,0,6020
588,798665375516884993,0,4237
589,798644042770751489,0,2009
590,798628517273620480,0,2134
591,798585098161549313,0,6205
592,798576900688019456,0,6351
593,798340744599797760,0,3645
594,798209839306514432,11029,2772
595,797971864723324932,12369,3417
596,797545162159308800,15408,5272
597,797236660651966464,21214,7217
598,797165961484890113,246,29
599,796904159865868288,0,9655
600,796865951799083009,8142,2069
601,796759840936919040,12595,3315
602,796563435802726400,0,7934
603,796484825502875648,8042,1914
604,796387464403357696,11690,4524
605,796177847564038144,0,15550
606,796149749086875649,34311,15550
607,796125600683540480,5256,1944
608,796116448414461957,9671,2628
609,796080075804475393,8994,2518
610,796031486298386433,11501,3998
611,795464331001561088,52845,25891
612,795400264262053889,10715,3119
613,795076730285391872,17236,5903
614,794983741416415232,0,3666
615,794926597468000259,10922,2505
616,794355576146903043,0,11180
617,794332329137291264,10179,2886
618,794205286408003585,9783,3599
619,793962221541933056,17854,5307
620,793845145112371200,9790,2036
621,793614319594401792,0,3391
622,793601777308463104,8471,1769
623,793500921481273345,11361,2583
624,793286476301799424,26119,9993
625,793271401113350145,9198,2580
626,793256262322548741,21221,9067
627,793241302385262592,11168,3558
628,793226087023144960,10446,3110
629,793210959003287553,9487,3049
630,793195938047070209,16227,6121
631,793180763617361921,7367,2165
632,793165685325201412,10008,3023
633,793150605191548928,6557,1847
634,793135492858580992,6864,2712
635,793120401413079041,13478,4247
636,792913359805018113,15233,4365
637,792883833364439040,12018,4647
638,792773781206999040,7797,1825
639,792394556390137856,14286,4664
640,792050063153438720,7617,1963
641,791821351946420224,0,22838
642,791784077045166082,0,10449
643,791780927877898241,0,4140
644,791774931465953280,47903,24132
645,791672322847637504,12464,3391
646,791406955684368384,13925,4472
647,791312159183634433,9334,2758
648,791026214425268224,0,4462
649,790987426131050500,10488,2319
650,790946055508652032,17649,5095
651,790723298204217344,0,2511
652,790698755171364864,8704,2077
653,790581949425475584,21948,7806
654,790337589677002753,8300,2024
655,790277117346975746,13335,3457
656,790227638568808452,0,3878
657,789986466051088384,9810,2511
658,789960241177853952,0,4486
659,789903600034189313,11022,4482
660,789628658055020548,7965,1933
661,789599242079838210,7178,2101
662,789530877013393408,12484,3666
663,789314372632018944,9145,2507
664,789280767834746880,0,5366
665,789268448748703744,9678,2811
666,789137962068021249,10300,3039
667,788908386943430656,29086,13447
668,788765914992902144,29108,11180
669,788552643979468800,0,7818
670,788412144018661376,16530,5746
671,788178268662984705,7667,2300
672,788150585577050112,6521,1415
673,788070120937619456,0,3713
674,788039637453406209,6517,1436
675,787810552592695296,9193,3320
676,787717603741622272,10845,3020
677,787397959788929025,11511,3077
678,787322443945877504,8261,1900
679,787111942498508800,0,7302
680,786963064373534720,28187,8653
681,786729988674449408,0,2605
682,786709082849828864,19266,6598
683,786664955043049472,11294,2772
684,786595970293370880,9979,3359
685,786363235746385920,11547,3793
686,786286427768250368,8436,3100
687,786233965241827333,16215,5168
688,786051337297522688,1522,166
689,786036967502913536,0,7648
690,785927819176054784,12040,3431
691,785872687017132033,7077,1973
692,785639753186217984,8281,2402
693,785533386513321988,9644,2171
694,785515384317313025,6460,1361
695,785264754247995392,7692,1762
696,785170936622350336,12792,5259
697,784826020293709826,10739,3501
698,784517518371221505,9486,2744
699,784431430411685888,6030,1388
700,784183165795655680,21295,8730
701,784057939640352768,31610,12056
702,783839966405230592,31800,11694
703,783821107061198850,7782,2114
704,783695101801398276,11055,3492
705,783466772167098368,8943,2434
706,783391753726550016,17844,5955
707,783347506784731136,0,6051
708,783334639985389568,30908,12667
709,783085703974514689,8613,2399
710,782969140009107456,25516,7942
711,782747134529531904,7910,1509
712,782722598790725632,18285,5845
713,782598640137187329,8246,2024
714,782305867769217024,17614,6036
715,782021823840026624,0,6738
716,781955203444699136,11762,3633
717,781661882474196992,11041,2930
718,781655249211752448,4227,1211
719,781524693396357120,21944,6002
720,781308096455073793,7530,2750
721,781251288990355457,8920,2264
722,781163403222056960,10342,2956
723,780931614150983680,22893,7934
724,780858289093574656,7604,2163
725,780800785462489090,5814,1405
726,780601303617732608,12779,3602
727,780543529827336192,6657,1865
728,780496263422808064,0,3997
729,780476555013349377,0,125
730,780459368902959104,5593,1154
731,780192070812196864,9200,2413
732,780092040432480260,0,2487
733,780074436359819264,12928,5394
734,779834332596887552,20039,7648
735,779377524342161408,9330,3363
736,779124354206535695,0,19880
737,779123168116150273,12463,3941
738,779056095788752897,15627,4882
739,778990705243029504,21121,7835
740,778774459159379968,0,10756
741,778764940568104960,909,395
742,778748913645780993,7285,1432
743,778650543019483137,6090,1616
744,778624900596654080,4913,1089
745,778408200802557953,14419,4693
746,778396591732486144,0,13207
747,778383385161035776,6178,1198
748,778286810187399168,10965,3556
749,778039087836069888,8941,2830
750,778027034220126208,6913,1750
751,777953400541634568,0,3801
752,777885040357281792,6725,1774
753,777684233540206592,11856,3172
754,777641927919427584,0,4580
755,777621514455814149,9252,2685
756,777189768882946048,15126,4657
757,776819012571455488,0,14841
758,776813020089548800,5149,1306
759,776477788987613185,9324,3006
760,776249906839351296,0,9858
761,776218204058357768,31648,17218
762,776201521193218049,10134,2714
763,776113305656188928,12388,4681
764,776088319444877312,1928,164
765,775898661951791106,0,17718
766,775842724423557120,12355,2880
767,775733305207554048,14609,4293
768,775729183532220416,13624,4915
769,775364825476165632,7834,3201
770,775350846108426240,10716,4195
771,775085132600442880,16395,5082
772,774757898236878852,9015,1904
773,774639387460112384,7090,1858
774,774314403806253056,22962,5990
775,773985732834758656,11313,4168
776,773922284943896577,6746,1861
777,773704687002451968,6963,1742
778,773670353721753600,5604,1394
779,773547596996571136,23284,6638
780,773336787167145985,0,5473
781,773308824254029826,24487,8031
782,773247561583001600,9919,3463
783,773191612633579521,10517,4419
784,772877495989305348,9032,4161
785,772826264096874500,8440,2514
786,772615324260794368,0,3623
787,772581559778025472,6833,1813
788,772193107915964416,6346,1491
789,772152991789019136,3985,1200
790,772117678702071809,3957,790
791,772114945936949249,2861,504
792,772102971039580160,4220,996
793,771908950375665664,6919,2038
794,771770456517009408,12635,3645
795,771500966810099713,8708,2817
796,771380798096281600,11068,5473
797,771171053431250945,0,8115
798,771136648247640064,9655,3147
799,771102124360998913,6572,1547
800,771014301343748096,7224,1773
801,771004394259247104,0,234
802,770787852854652928,5207,1299
803,770772759874076672,5464,1514
804,770655142660169732,7712,1870
805,770414278348247044,6621,2222
806,770293558247038976,6558,1600
807,770093767776997377,0,3263
808,770069151037685760,7964,2463
809,769940425801170949,33031,10347
810,769695466921623552,6721,1771
811,769335591808995329,0,8242
812,769212283578875904,5686,1836
813,768970937022709760,15163,7019
814,768909767477751808,0,2884
815,768855141948723200,4412,953
816,768609597686943744,4333,1294
817,768596291618299904,5280,1369
818,768554158521745409,0,6244
819,768473857036525572,14333,3670
820,768193404517830656,11468,3801
821,767884188863397888,4994,1502
822,767754930266464257,16849,5760
823,767500508068192258,7865,2503
824,767191397493538821,12900,4072
825,767122157629476866,10647,3053
826,766864461642756096,0,6043
827,766793450729734144,5339,1454
828,766714921925144576,2739,414
829,766693177336135680,4236,847
830,766423258543644672,6335,1707
831,766313316352462849,7135,2018
832,766078092750233600,0,2783
833,766069199026450432,4479,916
834,766008592277377025,3935,528
835,765719909049503744,7607,2298
836,765669560888528897,5467,1304
837,765395769549590528,27809,3640
838,765371061932261376,7447,2316
839,765222098633691136,12199,3623
840,764857477905154048,6759,1899
841,764259802650378240,6353,1621
842,763956972077010945,782,58
843,763837565564780549,13239,4462
844,763183847194451968,5668,1575
845,763167063695355904,0,3234
846,763103485927849985,7720,2448
847,762699858130116608,12771,3878
848,762471784394268675,11831,6922
849,762464539388485633,10824,4486
850,762316489655476224,5055,1203
851,762035686371364864,33555,16723
852,761976711479193600,5671,2160
853,761750502866649088,0,4212
854,761745352076779520,4464,920
855,761672994376806400,52018,31078
856,761599872357261312,4337,1257
857,761371037149827077,0,19233
858,761334018830917632,5457,1550
859,761292947749015552,4685,1172
860,761227390836215808,5577,1664
861,761004547850530816,11877,3713
862,760893934457552897,4010,1039
863,760656994973933572,6937,2057
864,760641137271070720,5206,1380
865,760539183865880579,7941,3889
866,760521673607086080,4436,1493
867,760290219849637889,28138,12283
868,760252756032651264,4136,925
869,760190180481531904,5971,1935
870,760153949710192640,0,33
871,759943073749200896,6227,2234
872,759923798737051648,15386,6043
873,759846353224826880,7036,2122
874,759793422261743616,6253,2031
875,759566828574212096,0,22592
876,759557299618865152,4923,1252
877,759447681597108224,8898,2605
878,759446261539934208,1755,518
879,759197388317847553,6342,2080
880,759159934323924993,0,1239
881,759099523532779520,15227,4455
882,759047813560868866,6814,2163
883,758854675097526272,3723,957
884,758828659922702336,11708,4088
885,758740312047005698,5994,1717
886,758474966123810816,4006,1059
887,758467244762497024,5028,2373
888,758405701903519748,5446,2058
889,758355060040593408,3590,1157
890,758099635764359168,20103,10756
891,758041019896193024,2833,400
892,757741869644341248,7213,3471
893,757729163776290825,0,8664
894,757725642876129280,4747,1295
895,757611664640446465,4791,1192
896,757597904299253760,0,313
897,757596066325864448,4552,1130
898,757400162377592832,15841,7308
899,757393109802180609,6103,1863
900,757354760399941633,4732,1523
901,756998049151549440,6573,2124
902,756939218950160384,6960,2145
903,756651752796094464,5298,1394
904,756526248105566208,10887,3854
905,756303284449767430,4129,1159
906,756288534030475264,44859,18631
907,756275833623502848,6717,1620
908,755955933503782912,7671,3087
909,755206590534418437,17227,5749
910,755110668769038337,22231,11827
911,754874841593970688,0,8547
912,754856583969079297,7186,2692
913,754747087846248448,2699,553
914,754482103782404096,5545,2084
915,754449512966619136,3919,779
916,754120377874386944,8207,2489
917,753655901052166144,6119,2320
918,753420520834629632,8299,3806
919,753398408988139520,6036,2049
920,753375668877008896,7985,2487
921,753298634498793472,0,6139
922,753294487569522689,3546,1116
923,753039830821511168,38851,22329
924,753026973505581056,4079,1042
925,752932432744185856,13210,7302
926,752917284578922496,7220,1679
927,752701944171524096,0,3086
928,752682090207055872,6255,1713
929,752660715232722944,4603,1674
930,752568224206688256,5774,2436
931,752519690950500352,7701,3681
932,752334515931054080,3994,1178
933,752309394570878976,0,17821
934,752173152931807232,6223,1963
935,751950017322246144,3217,992
936,751937170840121344,5447,1437
937,751830394383790080,6057,2083
938,751793661361422336,6123,3098
939,751598357617971201,8254,3241
940,751583847268179968,4596,1183
941,751538714308972544,5269,1350
942,751456908746354688,3352,1068
943,751251247299190784,13050,6253
944,751205363882532864,6586,1954
945,751132876104687617,5297,1385
