,tweet_id,favorite_count,retweet_count
946,750868782890057730,4995,1474
947,750719632563142656,13793,5366
948,750506206503038976,4642,1219
949,750429297815552001,13763,4580
950,750383411068534784,4758,1214
951,750381685133418496,725,30
952,750147208377409536,3248,1023
953,750132105863102464,3802,1362
954,750117059602808832,4524,1379
955,750101899009982464,3173,898
956,750086836815486976,2271,575
957,750071704093859840,8208,3557
958,750056684286914561,3285,953
959,750041628174217216,3316,657
960,750026558547456000,2827,838
961,750011400160841729,3392,966
962,749996283729883136,3175,860
963,749981277374128128,5330,2607
964,749774190421639168,4866,1397
965,749417653287129088,6364,1768
966,749403093750648834,2739,578
967,749395845976588288,8974,3684
968,749317047558017024,5721,2353
969,749075273010798592,6004,2201
970,749064354620928000,4991,1611
971,749036806121881602,3241,831
972,748977405889503236,11198,3615
973,748932637671223296,6091,2402
974,748705597323898880,2884,1005
975,748699167502000129,4934,1696
976,748692773788876800,4422,1410
977,748575535303884801,6324,2101
978,748568946752774144,2283,712
979,748346686624440324,5445,1315
980,748337862848962560,8003,4376
981,748324050481647620,3857,810
982,748307329658011649,3821,754
983,748220828303695873,14743,8280
984,747963614829678593,6019,2268
985,747933425676525569,6900,2707
986,747885874273214464,3070,1044
987,747844099428986880,2929,795
988,747816857231626240,5043,1230
989,747651430853525504,1442,164
990,747648653817413632,13440,6197
991,747600769478692864,2419,583
992,747594051852075008,3850,1114
993,747512671126323200,5764,1681
994,747461612269887489,4023,1090
995,747439450712596480,5647,2043
996,747242308580548608,0,3048
997,747219827526344708,5508,1672
998,747204161125646336,3517,975
999,747103485104099331,9972,4231
1000,746906459439529985,3003,312
1001,746872823977771008,6242,2279
1002,746818907684614144,5524,1828
1003,746790600704425984,5074,1684
1004,746757706116112384,9957,4140
1005,746726898085036033,6278,1898
1006,746542875601690625,5245,1983
1007,746521445350707200,0,1040
1008,746507379341139972,4829,1145
1009,746369468511756288,6420,1740
1010,746131877086527488,7189,2335
1011,746056683365994496,3686,861
1012,745789745784041472,4185,1128
1013,745712589599014916,7263,2461
1014,745433870967832576,7378,2688
1015,745422732645535745,8929,2566
1016,745314880350101504,7460,2937
1017,745074613265149952,8140,3734
1018,745057283344719872,7519,2410
1019,744995568523612160,3088,657
1020,744971049620602880,8194,2853
1021,744709971296780288,5820,1646
1022,744334592493166593,7038,2254
1023,744234799360020481,162728,82805
1024,744223424764059648,1751,391
1025,743980027717509120,4319,1151
1026,743895849529389061,3778,1013
1027,743835915802583040,0,2200
1028,743609206067040256,4651,1453
1029,743595368194129920,19160,6937
1030,743545585370791937,3657,985
1031,743510151680958465,8220,3919
1032,743253157753532416,4395,1288
1033,743222593470234624,6436,2005
1034,743210557239623680,3997,1441
1035,742534281772302336,7322,3754
1036,742528092657332225,4596,2109
1037,742465774154047488,7541,4115
1038,742423170473463808,10206,3997
1039,742385895052087300,7068,2097
1040,742161199639494656,4508,1453
1041,742150209887731712,5334,1643
1042,741793263812808706,4730,1589
1043,741743634094141440,8497,2916
1044,741438259667034112,3811,877
1045,741303864243200000,9106,3404
1046,741099773336379392,10410,5860
1047,741067306818797568,9820,3263
1048,740995100998766593,6627,2926
1049,740711788199743490,3534,987
1050,740699697422163968,2942,823
1051,740676976021798912,18847,7166
1052,740373189193256964,36158,14038
1053,740365076218183684,2567,455
1054,740359016048689152,3426,902
1055,740214038584557568,6935,2072
1056,739979191639244800,20734,6244
1057,739932936087216128,4206,1135
1058,739844404073074688,3935,899
1059,739623569819336705,3942,1434
1060,739606147276148736,5579,1746
1061,739544079319588864,41135,22592
1062,739485634323156992,7449,3096
1063,739238157791694849,120276,61288
1064,738891149612572673,112,6
1065,738885046782832640,3911,1204
1066,738883359779196928,3458,855
1067,738537504001953792,5289,1637
1068,738402415918125056,3374,885
1069,738184450748633089,4477,1269
1070,738166403467907072,9119,3586
1071,738156290900254721,2619,689
1072,737826014890496000,5474,1854
1073,737800304142471168,10361,3647
1074,737678689543020544,5220,1401
1075,737445876994609152,10660,4702
1076,737322739594330112,3741,852
1077,737310737551491075,15230,7828
1078,736736130620620800,4457,1831
1079,736392552031657984,18392,7818
1080,736365877722001409,4132,1317
1081,736225175608430592,8426,2917
1082,736010884653420544,8169,3135
1083,735991953473572864,3729,1214
1084,735648611367784448,4148,1160
1085,735635087207878657,6404,2474
1086,735274964362878976,13488,5349
1087,735256018284875776,3459,933
1088,735137028879360001,3231,1020
1089,734912297295085568,2838,545
1090,734787690684657664,13020,6637
1091,734776360183431168,2602,571
1092,734559631394082816,1545,416
1093,733828123016450049,3709,818
1094,733822306246479872,3790,1063
1095,733482008106668032,3260,993
1096,733460102733135873,4348,1342
1097,733109485275860992,51006,17718
1098,732732193018155009,2522,559
1099,732726085725589504,3663,927
1100,732585889486888962,3803,815
1101,732375214819057664,8379,2652
1102,732005617171337216,15457,5742
1103,731285275100512256,3617,1032
1104,731156023742988288,3968,1339
1105,730924654643314689,6347,2082
1106,730573383004487680,5087,2259
1107,730427201120833536,3588,1100
1108,730211855403241472,3962,1109
1109,730196704625098752,5041,2025
1110,729854734790754305,4182,1184
1111,729838605770891264,1765,405
1112,729823566028484608,4129,1304
1113,729463711119904772,6008,2435
1114,729113531270991872,1951,344
1115,728986383096946689,3264,857
1116,728760639972315136,4840,1789
1117,728751179681943552,2872,709
1118,728653952833728512,3422,1087
1119,728409960103686147,5078,2105
1120,728387165835677696,3799,1005
1121,728046963732717569,4455,1239
1122,728035342121635841,4708,1753
1123,728015554473250816,4241,1157
1124,727685679342333952,3040,665
1125,727644517743104000,6103,1832
1126,727524757080539137,4624,1281
1127,727314416056803329,3449,786
1128,727286334147182592,3146,856
1129,727175381690781696,4023,1450
1130,727155742655025152,3765,1396
1131,726935089318363137,7123,2577
1132,726887082820554753,3970,1585
1133,726828223124897792,3674,1046
1134,726224900189511680,4564,1203
1135,725842289046749185,7283,2783
1136,725786712245440512,4305,1429
1137,725729321944506368,5366,1876
1138,725458796924002305,1456,654
1139,724983749226668032,3838,1369
1140,724771698126512129,2455,674
1141,724405726123311104,5477,1725
1142,724049859469295616,4465,1857
1143,724046343203856385,2748,590
1144,724004602748780546,4327,1647
1145,723912936180330496,4029,1291
1146,723688335806480385,7951,3122
1147,723673163800948736,3126,935
1148,723179728551723008,5467,1968
1149,722974582966214656,4237,1646
1150,722613351520608256,5132,1721
1151,721503162398597120,4810,1968
1152,721001180231503872,2615,646
1153,720785406564900865,3221,805
1154,720775346191278080,2568,711
1155,720415127506415616,4276,1577
1156,720389942216527872,6610,2640
1157,720340705894408192,2965,1028
1158,720059472081784833,4019,1176
1159,720043174954147842,5072,2103
1160,719991154352222208,4992,1832
1161,719704490224398336,4707,1516
1162,719551379208073216,5228,2028
1163,719367763014393856,2881,778
1164,719339463458033665,4554,1309
1165,719332531645071360,3532,1000
1166,718971898235854848,3608,1147
1167,718939241951195136,5415,1849
1168,718631497683582976,19502,8464
1169,718613305783398402,2519,503
1170,718540630683709445,2557,1064
1171,718460005985447936,2790,550
1172,718454725339934721,5031,1585
1173,718246886998687744,1996,521
1174,718234618122661888,4004,1056
1175,717841801130979328,2538,621
1176,717790033953034240,2983,1185
1177,717537687239008257,5944,1929
1178,717428917016076293,1662,473
1179,717421804990701568,3257,878
1180,717047459982213120,6483,2010
1181,717009362452090881,3373,1022
1182,716802964044845056,4432,1240
1183,716791146589110272,7430,1603
1184,716730379797970944,1276,449
1185,716447146686459905,13520,6195
1186,716439118184652801,2443,219
1187,716285507865542656,2875,1137
1188,716080869887381504,6953,2013
1189,715928423106027520,3296,917
1190,715758151270801409,3853,1500
1191,715733265223708672,4830,1769
1192,715704790270025728,2892,594
1193,715696743237730304,4032,1352
1194,715680795826982913,4480,1702
1195,715360349751484417,5657,1651
1196,715342466308784130,3136,719
1197,715220193576927233,2501,687
1198,715200624753819648,5299,1981
1199,715009755312439296,4311,1296
1200,714982300363173890,3882,1080
1201,714962719905021952,7614,4483
1202,714957620017307648,4271,1485
1203,714631576617938945,3381,1053
1204,714606013974974464,3754,970
1205,714485234495041536,2801,1214
1206,714258258790387713,3130,753
1207,714251586676113411,3379,878
1208,714214115368108032,2349,922
1209,714141408463036416,4462,1474
1210,713919462244790272,3392,815
1211,713909862279876608,1981,569
1212,713900603437621249,2940,775
1213,713761197720473600,5047,1443
1214,713411074226274305,4570,1360
1215,713177543487135744,7460,2963
1216,713175907180089344,4617,1530
1217,712809025985978368,19197,7062
1218,712717840512598017,12782,5250
1219,712668654853337088,4306,1275
1220,712438159032893441,5513,1642
1221,712309440758808576,252,25
1222,712097430750289920,3923,1089
1223,712092745624633345,3043,941
1224,712085617388212225,3367,507
1225,712065007010385924,2346,660
1226,711998809858043904,0,131
1227,711968124745228288,8347,2431
1228,711743778164514816,2940,1034
1229,711732680602345472,9193,4339
1230,711694788429553666,33997,19233
1231,711652651650457602,4004,964
1232,711363825979756544,3794,1189
1233,711306686208872448,3428,769
1234,711008018775851008,3099,646
1235,710997087345876993,4717,1458
1236,710844581445812225,2641,724
1237,710833117892898816,2786,559
1238,710658690886586372,2390,591
1239,710609963652087808,4965,2480
1240,710588934686908417,4701,1964
1241,710296729921429505,2454,776
1242,710283270106132480,2218,541
1243,710272297844797440,4705,1316
1244,710269109699739648,2488,1182
1245,710153181850935296,3009,936
1246,710140971284037632,2864,933
1247,710117014656950272,5692,2096
1248,709918798883774466,3096,1118
1249,709901256215666688,697,105
1250,709852847387627521,3634,1256
1251,709566166965075968,3666,1263
1252,709556954897764353,3408,1115
1253,709519240576036864,1543,246
1254,709449600415961088,2316,606
1255,709409458133323776,2709,723
1256,709225125749587968,2497,599
1257,709207347839836162,13035,6145
1258,709198395643068416,2511,672
1259,709179584944730112,2077,701
1260,709158332880297985,2115,440
1261,709042156699303936,4928,1722
1262,708853462201716736,1855,691
1263,708845821941387268,3093,945
1264,708834316713893888,1754,531
1265,708810915978854401,17082,7301
1266,708738143638450176,2843,860
1267,708711088997666817,2644,756
1268,708479650088034305,2641,705
1269,708469915515297792,3203,861
1270,708400866336894977,16568,10659
1271,708356463048204288,3733,1395
1272,708349470027751425,2436,772
1273,708149363256774660,4428,1611
1274,708130923141795840,3516,880
1275,708119489313951744,2776,1028
1276,708109389455101952,2000,568
1277,708026248782585858,4520,2011
1278,707995814724026368,3246,1179
1279,707983188426153984,51,2
1280,707969809498152960,2800,1019
1281,707776935007539200,3404,995
1282,707741517457260545,2586,644
1283,707738799544082433,4245,2607
1284,707693576495472641,3561,1050
1285,707629649552134146,2672,928
1286,707610948723478529,17578,6738
1287,707420581654872064,2360,725
1288,707411934438625280,2371,622
1289,707387676719185920,3631,1363
1290,707377100785885184,3405,1136
1291,707315916783140866,2566,674
1292,707297311098011648,2876,831
1293,707059547140169728,2677,710
1294,707038192327901184,2269,832
1295,707021089608753152,4222,1437
1296,707014260413456384,2385,624
1297,706904523814649856,15123,8242
1298,706901761596989440,2142,627
1299,706681918348251136,3452,1018
1300,706644897839910912,2675,1154
1301,706593038911545345,2235,658
1302,706538006853918722,3589,1485
1303,706516534877929472,3212,1086
1304,706346369204748288,3575,968
1305,706310011488698368,22137,8404
1306,706291001778950144,1765,491
1307,706265994973601792,2835,969
1308,706169069255446529,4045,2343
1309,706166467411222528,5334,1687
1310,706153300320784384,1539,401
1311,705975130514706432,3220,770
1312,705970349788291072,3250,932
1313,705898680587526145,2458,583
1314,705786532653883392,2015,551
1315,705591895322394625,3286,1214
1316,705475953783398401,3059,966
1317,705442520700944385,4611,1727
1318,705428427625635840,3954,1772
1319,705239209544720384,3109,781
1320,705223444686888960,2669,846
1321,705102439679201280,2234,536
1322,705066031337840642,2253,634
1323,704871453724954624,4427,1168
1324,704859558691414016,2336,573
1325,704847917308362754,5286,1613
1326,704819833553219584,2737,1043
1327,704761120771465216,6874,3048
1328,704499785726889984,3039,1052
1329,704491224099647488,792,84
1330,704480331685040129,3523,1111
1331,704364645503647744,8312,3736
1332,704347321748819968,1651,364
1333,704134088924532736,1563,493
1334,704113298707505153,1922,592
1335,704054845121142784,3032,953
1336,703774238772166656,1907,488
1337,703769065844768768,3406,1199
1338,703631701117943808,2697,722
1339,703611486317502464,4003,1591
1340,703425003149250560,3936,1451
1341,703407252292673536,2541,732
1342,703382836347330562,3640,1191
1343,703356393781329922,1986,405
1344,703268521220972544,2040,570
1345,703079050210877440,7683,3263
1346,703041949650034688,27355,13207
1347,702932127499816960,2690,759
1348,702899151802126337,1672,478
1349,702684942141153280,3344,1138
1350,702671118226825216,2284,589
1351,702598099714314240,12649,3608
1352,702539513671897089,2982,1007
1353,702332542343577600,3313,1642
1354,702321140488925184,3405,1087
1355,702276748847800320,2567,806
1356,702217446468493312,4979,1403
1357,701981390485725185,3578,1045
1358,701952816642965504,3968,1076
1359,701889187134500865,3681,1448
1360,701805642395348998,3561,1782
1361,701601587219795968,2166,480
1362,701570477911896070,2923,978
1363,701545186879471618,2761,645
1364,701214700881756160,12670,5380
1365,700890391244103680,2296,603
1366,700864154249383937,2684,644
1367,700847567345688576,2522,526
1368,700796979434098688,2528,1008
1369,700747788515020802,23715,9858
1370,700518061187723268,2734,846
1371,700505138482569216,2376,598
1372,700462010979500032,4298,1894
1373,700167517596164096,2741,784
1374,700151421916807169,2316,700
1375,700143752053182464,7819,2884
1376,700062718104104960,2749,731
1377,700029284593901568,2149,613
1378,700002074055016451,3442,1413
1379,699801817392291840,3182,1011
1380,699788877217865730,2318,525
1381,699779630832685056,2872,1311
1382,699775878809702401,2028,637
1383,699691744225525762,10638,4847
1384,699446877801091073,6175,2750
1385,699434518667751424,2248,534
1386,699423671849451520,1427,348
1387,699413908797464576,2153,647
1388,699370870310113280,1957,459
1389,699323444782047232,3282,910
1390,699088579889332224,2328,664
1391,699079609774645248,2546,690
1392,699072405256409088,3121,1251
1393,699060279947165696,3924,1899
1394,699036661657767936,2705,1259
1395,698989035503689728,3504,1034
1396,698953797952008193,2802,956
1397,698907974262222848,2635,658
1398,698710712454139905,2567,717
1399,698703483621523456,1508,399
1400,698635131305795584,1339,356
1401,698549713696649216,2416,651
1402,698355670425473025,1942,477
1403,698342080612007937,2348,996
1404,698262614669991936,4933,2116
1405,698195409219559425,17405,6274
1406,698178924120031232,2917,783
1407,697995514407682048,1587,351
1408,697990423684476929,3414,1363
1409,697943111201378304,2491,722
1410,697881462549430272,3133,1255
1411,697630435728322560,1819,567
1412,697616773278015490,3278,1066
1413,697596423848730625,3153,1327
1414,697575480820686848,2120,524
1415,697516214579523584,2154,1187
1416,697482927769255936,2510,707
1417,697463031882764288,3541,1457
1418,697270446429966336,4854,1964
1419,697259378236399616,3419,1049
1420,697255105972801536,3138,1218
1421,697242256848379904,2611,703
1422,696900204696625153,3306,1074
1423,696894894812565505,2429,708
1424,696886256886657024,5032,1897
1425,696877980375769088,2529,744
1426,696754882863349760,1537,376
1427,696744641916489729,2149,987
1428,696713835009417216,2463,678
1429,696518437233913856,4040,1788
1430,696490539101908992,1267,151
1431,696488710901260288,2640,1084
1432,696405997980676096,3342,1203
1433,696100768806522880,2010,701
1434,695816827381944320,3121,1229
1435,695794761660297217,3305,818
1436,695767669421768709,1944,790
1437,695629776980148225,4734,2213
1438,695446424020918272,4545,1908
1439,695409464418041856,8985,3763
1440,695314793360662529,3777,1543
1441,695095422348574720,2743,649
1442,695074328191332352,2953,1167
1443,695064344191721472,1670,633
1444,695051054296211456,2765,830
1445,694925794720792577,2799,961
1446,694905863685980160,2858,979
1447,694669722378485760,37118,15232
1448,694356675654983680,1568,301
1449,694352839993344000,2126,654
1450,694342028726001664,1634,507
1451,694329668942569472,2086,524
1452,694206574471057408,4347,2138
1453,694183373896572928,3061,980
1454,694001791655137281,3528,1085
1455,693993230313091072,1944,424
1456,693942351086120961,1802,386
1457,693647888581312512,2807,623
1458,693644216740769793,1396,131
1459,693642232151285760,2636,433
1460,693629975228977152,2549,838
1461,693622659251335168,1605,389
1462,693590843962331137,5251,2078
1463,693582294167244802,1710,268
1464,693486665285931008,1849,667
1465,693280720173801472,3498,1302
1466,693267061318012928,2478,856
1467,693262851218264065,2323,524
1468,693231807727280129,2980,769
1469,693155686491000832,8177,3379
1470,693109034023534592,1785,647
1471,693095443459342336,1950,486
1472,692919143163629568,2765,789
1473,692905862751522816,2531,923
1474,692901601640583168,1850,633
1475,692894228850999298,2368,851
1476,692828166163931137,2996,924
1477,692752401762250755,7093,3825
1478,692568918515392513,4523,1618
1479,692535307825213440,3317,1432
1480,692530551048294401,1917,438
1481,692423280028966913,1534,240
1482,692417313023332352,9691,3667
1483,692187005137076224,2629,861
1484,692158366030913536,2233,830
1485,692142790915014657,1708,414
1486,692041934689402880,3533,1343
1487,692017291282812928,2978,1004
1488,691820333922455552,4101,1751
1489,691793053716221953,8442,4435
1490,691756958957883396,3002,1072
1491,691675652215414786,2022,530
1492,691483041324204033,2473,593
1493,691459709405118465,4211,1214
1494,691444869282295808,2753,889
1495,691416866452082688,20060,8067
1496,691321916024623104,2676,693
1497,691096613310316544,3071,929
1498,691090071332753408,1781,353
1499,690989312272396288,6129,3021
1500,690959652130045952,3726,1322
1501,690938899477221376,4278,2100
1502,690932576555528194,3410,1081
1503,690735892932222976,3938,1341
1504,690728923253055490,2259,542
1505,690690673629138944,2418,845
1506,690649993829576704,1361,293
1507,690607260360429569,305,17
1508,690597161306841088,2039,636
1509,690400367696297985,1947,475
1510,690374419777196032,3396,906
1511,690360449368465409,2751,942
1512,690348396616552449,1570,543
1513,690248561355657216,1747,434
1514,690021994562220032,2895,1093
1515,690015576308211712,2608,780
1516,690005060500217858,3812,1784
1517,689999384604450816,1484,394
1518,689993469801164801,1520,478
1519,689977555533848577,1424,470
1520,689905486972461056,2520,729
1521,689877686181715968,3147,1244
1522,689835978131935233,2251,793
1523,689661964914655233,3327,978
1524,689659372465688576,10757,4085
1525,689623661272240129,2316,677
1526,689599056876867584,12073,5839
1527,689557536375177216,2128,484
1528,689517482558820352,3532,1512
1529,689289219123089408,2345,994
1530,689283819090870273,3416,1161
1531,689280876073582592,2071,752
1532,689275259254616065,1202,259
1533,689255633275777024,2657,1141
1534,689154315265683456,3182,1056
1535,689143371370250240,2101,539
1536,688916208532455424,2846,918
1537,688908934925697024,2197,818
1538,688898160958271489,2188,833
1539,688894073864884227,2328,733
1540,688828561667567616,1434,393
1541,688804835492233216,1004,205
1542,688789766343622656,2309,699
1543,688547210804498433,2716,739
1544,688519176466644993,2406,775
1545,688385280030670848,9651,4703
1546,688211956440801280,2319,877
1547,688179443353796608,2202,619
1548,688116655151435777,2942,823
1549,688064179421470721,1802,380
1550,687841446767013888,5680,2671
1551,687826841265172480,2838,1188
1552,687818504314159109,2599,1003
1553,687807801670897665,2494,742
1554,687732144991551489,1838,696
1555,687704180304273409,2539,884
1556,687664829264453632,2012,536
1557,687494652870668288,1980,606
1558,687480748861947905,1658,253
1559,687476254459715584,2054,562
1560,687460506001633280,2133,570
1561,687399393394311168,1966,663
1562,687317306314240000,20875,9655
1563,687312378585812992,4532,2007
1564,687127927494963200,5670,2419
1565,687124485711986689,2254,526
1566,687109925361856513,6044,2606
1567,687102708889812993,2428,1041
1568,687096057537363968,2335,636
1569,686947101016735744,8956,3358
1570,686760001961103360,3659,1457
1571,686749460672679938,3610,1541
1572,686730991906516992,4319,1268
1573,686683045143953408,2920,849
1574,686618349602762752,3832,1441
1575,686606069955735556,1973,574
1576,686394059078897668,1808,716
1577,686386521809772549,3386,928
1578,686377065986265092,2297,594
1579,686358356425093120,2281,717
1580,686286779679375361,4153,1757
1581,686050296934563840,2290,767
1582,686035780142297088,1203,129
1583,686034024800862208,3234,1228
1584,686007916130873345,2581,447
1585,686003207160610816,1893,674
1586,685973236358713344,2196,552
1587,685943807276412928,1688,634
1588,685906723014619143,7815,3081
1589,685681090388975616,2112,134
1590,685667379192414208,2435,603
1591,685663452032069632,3384,1545
1592,685641971164143616,3048,827
1593,685547936038666240,34256,16601
1594,685532292383666176,3157,1219
1595,685325112850124800,9847,4212
1596,685321586178670592,2750,680
1597,685315239903100929,3478,1146
1598,685307451701334016,2152,465
1599,685268753634967552,3223,1272
1600,685198997565345792,2427,702
1601,685169283572338688,4254,1503
1602,684969860808454144,2461,398
1603,684959798585110529,7078,3311
1604,684940049151070208,3345,1101
1605,684926975086034944,3637,492
1606,684914660081053696,3651,1548
1607,684902183876321280,1956,561
1608,684880619965411328,2184,868
1609,684830982659280897,36390,22838
1610,684800227459624960,2825,1057
1611,684594889858887680,9269,3731
1612,684588130326986752,4270,1489
1613,684567543613382656,3128,1299
1614,684538444857667585,2742,1008
1615,684481074559381504,4036,1235
1616,684460069371654144,2061,588
1617,684241637099323392,8465,3507
1618,684225744407494656,1280,224
1619,684222868335505415,3979,1455
1620,684200372118904832,2245,1085
1621,684195085588783105,1989,548
1622,684188786104872960,3616,1243
1623,684177701129875456,2096,710
1624,684147889187209216,3095,1578
1625,684122891630342144,2074,499
1626,684097758874210310,4270,1520
1627,683857920510050305,3953,1181
1628,683852578183077888,2007,370
1629,683849932751646720,2722,1037
1630,683834909291606017,2721,1170
1631,683828599284170753,2917,1121
1632,683773439333797890,3472,1433
1633,683742671509258241,6754,3509
1634,683515932363329536,7636,3086
1635,683498322573824003,3290,1019
1636,683481228088049664,2745,1053
1637,683462770029932544,2520,709
1638,683449695444799489,4054,1702
1639,683391852557561860,7913,2515
1640,683357973142474752,3044,993
1641,683142553609318400,3000,1101
1642,683111407806746624,3522,962
1643,683098815881154561,2250,698
1644,683078886620553216,2062,593
1645,683030066213818368,2231,771
1646,682962037429899265,38367,17646
1647,682808988178739200,1843,190
1648,682788441537560576,2566,1183
1649,682750546109968385,1582,463
1650,682697186228989953,1369,380
1651,682662431982772225,3168,1145
1652,682638830361513985,2133,637
1653,682429480204398592,3566,1233
1654,682406705142087680,7879,1866
1655,682393905736888321,2323,722
1656,682389078323662849,1727,495
1657,682303737705140231,3188,1060
1658,682259524040966145,4328,1283
1659,682242692827447297,3387,1250
1660,682088079302213632,18962,10449
1661,682059653698686977,5139,1786
1662,682047327939461121,3327,1018
1663,682032003584274432,6841,2131
1664,682003177596559360,3276,1623
1665,681981167097122816,2903,1090
1666,681891461017812993,2557,868
1667,681694085539872773,13262,4292
1668,681679526984871937,1836,475
1669,681654059175129088,2733,980
1670,681610798867845120,1985,503
1671,681579835668455424,3686,1375
1672,681523177663676416,14862,6139
1673,681340665377193984,1700,295
1674,681339448655802368,9647,4301
1675,681320187870711809,2751,794
1676,681302363064414209,4096,1935
1677,681297372102656000,3326,1017
1678,681281657291280384,3337,1167
1679,681261549936340994,1513,290
1680,681242418453299201,1555,570
1681,681231109724700672,2492,513
1682,681193455364796417,3857,1566
1683,680970795137544192,2517,707
1684,680959110691590145,4726,2116
1685,680940246314430465,3341,1116
1686,680934982542561280,2153,464
1687,680913438424612864,2488,654
1688,680889648562991104,1831,384
1689,680836378243002368,3587,1406
1690,680805554198020098,2235,699
1691,680801747103793152,2457,872
1692,680798457301471234,2967,1102
1693,680609293079592961,2735,751
1694,680583894916304897,3760,1425
1695,680497766108381184,4393,2010
1696,680494726643068929,1783,510
1697,680473011644985345,2644,788
1698,680440374763077632,1510,535
1699,680221482581123072,1515,306
1700,680206703334408192,2941,1249
1701,680191257256136705,2225,531
1702,680176173301628928,4042,1658
1703,680161097740095489,2408,779
1704,680145970311643136,3750,1848
1705,680130881361686529,2365,1002
1706,680115823365742593,2808,956
1707,680100725817409536,3697,1444
1708,680085611152338944,13243,9458
1709,680070545539371008,2673,928
1710,679877062409191424,2047,683
1711,679872969355714560,2261,699
1712,679862121895714818,2545,655
1713,679854723806179328,2963,1304
1714,679844490799091713,2458,805
1715,679828447187857408,37549,14841
1716,679777920601223168,3194,1176
1717,679736210798047232,2164,838
1718,679729593985699840,2242,868
1719,679722016581222400,1712,495
1720,679530280114372609,4932,2195
1721,679527802031484928,2738,763
1722,679511351870550016,3491,1341
1723,679503373272485890,3246,1555
1724,679475951516934144,2164,672
1725,679462823135686656,32836,19880
1726,679405845277462528,2455,1269
1727,679158373988876288,22152,8547
1728,679148763231985668,2869,1089
1729,679132435750195208,3065,1223
1730,679111216690831360,6166,2698
1731,679062614270468097,17631,8664
1732,679047485189439488,2323,715
1733,679001094530465792,2919,1305
1734,678991772295516161,2398,1243
1735,678969228704284672,1698,486
1736,678800283649069056,2664,952
1737,678798276842360832,3585,1252
1738,678774928607469569,2890,967
1739,678767140346941444,3654,1440
1740,678764513869611008,1695,502
1741,678755239630127104,7371,3484
1742,678740035362037760,3875,1787
1743,678708137298427904,5748,2547
1744,678675843183484930,2968,1559
1745,678643457146150913,2117,445
1746,678446151570427904,4123,1646
1747,678424312106393600,5584,2673
1748,678410210315247616,4371,1920
1749,678399652199309312,81646,33415
1750,678396796259975168,1640,443
1751,678389028614488064,1929,441
1752,678380236862578688,2522,960
1753,678341075375947776,1784,566
1754,678334497360859136,1344,271
1755,678278586130948096,11812,6389
1756,678255464182861824,1637,391
1757,678023323247357953,1989,403
1758,678021115718029313,14148,6710
1759,677961670166224897,3525,1772
1760,677918531514703872,1392,431
1761,677895101218201600,4980,2220
1762,677716515794329600,3148,1013
1763,677700003327029250,3495,1522
1764,677698403548192770,1265,334
1765,677687604918272002,2552,890
1766,677673981332312066,3439,1573
1767,677662372920729601,2006,1022
1768,677644091929329666,1917,837
1769,677573743309385728,2204,760
1770,677565715327688705,1330,480
1771,677557565589463040,2506,1217
1772,677547928504967168,7128,3820
1773,677530072887205888,1105,237
1774,677335745548390400,3126,1873
1775,677334615166730240,1389,307
1776,677331501395156992,1125,245
1777,677328882937298944,3728,1572
1778,677314812125323265,1684,559
1779,677301033169788928,1277,430
1780,677269281705472000,2050,740
1781,677228873407442944,3643,1717
1782,677187300187611136,2800,967
1783,676975532580409345,2860,1123
1784,676957860086095872,2274,844
1785,676949632774234114,1344,417
1786,676948236477857792,2229,911
1787,676946864479084545,1755,394
1788,676942428000112642,2126,792
1789,676936541936185344,13047,5121
1790,676916996760600576,3047,1878
1791,676897532954456065,2315,751
1792,676864501615042560,2156,741
1793,676821958043033607,23653,16312
1794,676819651066732545,1852,695
1795,676811746707918848,1451,443
1796,676776431406465024,5133,2096
1797,676617503762681856,2970,1027
1798,676613908052996102,1111,205
1799,676606785097199616,1926,458
1800,676603393314578432,1191,400
1801,676593408224403456,4686,2253
1802,676590572941893632,936,130
1803,676588346097852417,2383,830
1804,676582956622721024,1232,290
1805,676575501977128964,2655,1166
1806,676533798876651520,1920,582
1807,676496375194980353,1556,557
1808,676470639084101634,11875,4865
1809,676440007570247681,1757,693
1810,676430933382295552,1427,360
1811,676263575653122048,2126,575
1812,676237365392908289,1254,305
1813,676219687039057920,77266,32354
1814,676215927814406144,1784,607
1815,676191832485810177,2331,1075
1816,676146341966438401,1965,690
1817,676121918416756736,2203,1205
1818,676101918813499392,2881,1210
1819,676098748976615425,3072,1496
1820,676089483918516224,1346,449
1821,675898130735476737,1659,596
1822,675891555769696257,2170,902
1823,675888385639251968,2427,1002
1824,675878199931371520,4256,1455
1825,675870721063669760,1671,596
1826,675853064436391936,2739,1347
1827,675849018447167488,959,154
1828,675845657354215424,2324,921
1829,675822767435051008,1554,557
1830,675820929667219457,1070,239
1831,675798442703122432,10450,3514
1832,675781562965868544,1655,491
1833,675740360753160193,1193,360
1834,675710890956750848,1926,853
1835,675707330206547968,2020,722
1836,675706639471788032,656,102
1837,675534494439489536,1855,433
1838,675531475945709568,1206,398
1839,675522403582218240,1060,296
1840,675517828909424640,1324,473
1841,675501075957489664,17461,6020
1842,675497103322386432,3198,1346
1843,675489971617296384,1327,622
1844,675483430902214656,1872,1006
1845,675432746517426176,1555,590
1846,675372240448454658,1721,528
1847,675362609739206656,1068,236
1848,675354435921575936,33351,17821
1849,675349384339542016,3980,2335
